client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
94707608104a99906513388d7506e90fd832c259f3b1091a018066c18f05784cea521a4879992b1bc94979e44fd3ad19dd026f4ca563ab21f7e646f44d2bcd37	common_voice_uz_39618430.mp3	8aecbf250e338d0eb36f37a37457c28a231ccc6ab0f015dbbc9edc4c3d5b5072	Tolibon jangsiz taslim bo‘lgan xavfsizlik xodimini o‘ldirdi		0	0					uz	
94707608104a99906513388d7506e90fd832c259f3b1091a018066c18f05784cea521a4879992b1bc94979e44fd3ad19dd026f4ca563ab21f7e646f44d2bcd37	common_voice_uz_39618434.mp3	90a9f72edd001cecceb990c0e169e5ed2541570c7a0e5127af2df231e5caf266	• Baxt hammaning hayotida bir marta bo‘ladi.		0	0					uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646506.mp3	8fcdaa60384b142e2043e2a7bb444726825cd98f3b16fb504da829afece7be7a	• Sekin va’da qilib, tezda bajar.		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646507.mp3	8ea1c5e8592812804752301571eb59da690a1807445f7b52be266008373392d7	• Qo‘l ishlaydi, bosh topshiriq beradi.		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646508.mp3	8c2e4c9e8bb24abd9bbfc6e376c72f04b9528132e09eac1841cc34aa74a28ccf	Shifokor siri hisoblangan ma’lumotlarni qaysi hollarda fuqaro roziligisiz berish mumkin?		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646509.mp3	90784bb102246ffe968bcf6578a760733011af4e80d4b7ab833d63ce2304c3c8	Futbol. “Paxtakor” oltin, “Nasaf” kumush, “Bunyodkor” esa bronza medallarni qo‘lga kiritdi		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646510.mp3	8ea168a5719c34f63ac4578b43ffeacc61da7f50c70b86f578c87ebadd968d0a	Ikki tomonda pastak uylar.		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646522.mp3	90f81ef14f907a2c3ea03afa5c314d9383eaf38f0de26f8fe65927a290f1ed94	Sobiq prezidentning qo‘lga olinishi		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646523.mp3	90c98f5e70b0819c5e7a8808b3223a8f2bb08ab69317f294fb5d660f3f9acf9a	Britaniyaga Arven bo‘roni yopirilishi oqibatida uch kishi halok bo‘ldi		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646524.mp3	86c2de3e720b00ced583e9c60a578bb5a0599f27ea101f4ce59a3a6d6688eeea	Rasman! Prezidentlik saylovining yakuniy natijalari: Mirziyoyev jami qancha ovoz oldi?		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646525.mp3	90c40d36892b9a4c98d05427f36b14ac46a05b48c79e146599ccb621c81dfee4	O‘z shogirdlarida mehnatdan zavqlanish xislatlarini uyg‘ota bilgan muallim sharaflarga loyiq.		0	0	teens	male_masculine			uz	
4f44bef95c119e00dfd1b8ddb0fb7837586dbd5d4dd11da8f36c297cdb1554da46e34a42658b842c29528cffc9054897b1972a42eb72327b0a9034d243d42fd8	common_voice_uz_39646526.mp3	8e9712a475874917804941a223b8129f4841261667f0eca532cb41405627cfa4	Xalq akademik, professorlarni deyarli tanimaydi. Buning jiddiy sabablari bor...		0	0	teens	male_masculine			uz	
63fa585fb37404c2d61eedd44a78022d89452c850a6fd93fc20af61771b49f34f71da8b499efac6399f0c75fc694045fada3ca183d08d50b95dfcd681366ce25	common_voice_uz_39772612.mp3	8f548afc54442e1b792e76715fcf2bf3ee19fa90a3b7045e1a675300a41d7ef3	Keyin ham ko‘p yelib-yugurdi. Kunora keladi.		0	0	thirties	male_masculine			uz	
63fa585fb37404c2d61eedd44a78022d89452c850a6fd93fc20af61771b49f34f71da8b499efac6399f0c75fc694045fada3ca183d08d50b95dfcd681366ce25	common_voice_uz_39772613.mp3	8fb2d2012a650933f6d7f788ec39da176edbdf1722e33e046250f9164bd7e077	Prezident yangi zavodning imkoniyatlari bilan tanishdi		0	0	thirties	male_masculine			uz	
63fa585fb37404c2d61eedd44a78022d89452c850a6fd93fc20af61771b49f34f71da8b499efac6399f0c75fc694045fada3ca183d08d50b95dfcd681366ce25	common_voice_uz_39772614.mp3	910a65294a0f50a105ed24fd11b0a40ac78e7db0c2b8499b0ccf11dba68feb0c	— O‘g‘limning ko‘kragiga mushtlaganicha bor ekan".		0	0	thirties	male_masculine			uz	
63fa585fb37404c2d61eedd44a78022d89452c850a6fd93fc20af61771b49f34f71da8b499efac6399f0c75fc694045fada3ca183d08d50b95dfcd681366ce25	common_voice_uz_39772615.mp3	8fc6805186b5ebb0e333ca0cb8e7c6e27d807e405f5c8e6c65e0264fe19ff1fd	Qamchiq dovonida avtotransportlar to‘liq harakatlanmoqda		0	0	thirties	male_masculine			uz	
63fa585fb37404c2d61eedd44a78022d89452c850a6fd93fc20af61771b49f34f71da8b499efac6399f0c75fc694045fada3ca183d08d50b95dfcd681366ce25	common_voice_uz_39772616.mp3	8f3f89ff65aa3ad63b0768bf9798ccbcc971666edcee2bcaab39e2b001230564	Yevropa Ittifoqining Afg‘oniston bo‘yicha maxsus vakili bilan muzokara to‘g‘risida		0	0	thirties	male_masculine			uz	
63fa585fb37404c2d61eedd44a78022d89452c850a6fd93fc20af61771b49f34f71da8b499efac6399f0c75fc694045fada3ca183d08d50b95dfcd681366ce25	common_voice_uz_39772622.mp3	830e640385ffaa278fb3ed23ff0059778caffda362b439eaa888c76db34e1313	Xushxabar: Yangi masjidda ilk juma namozi o‘qiladi		0	0	thirties	male_masculine			uz	
63fa585fb37404c2d61eedd44a78022d89452c850a6fd93fc20af61771b49f34f71da8b499efac6399f0c75fc694045fada3ca183d08d50b95dfcd681366ce25	common_voice_uz_39772623.mp3	90fccc5d944431698e077f5c9ac8866ad383147193f401cc0080864649a4c041	Ichkari yarmi bo‘m-bo‘sh, yarmida o‘tirg‘ichlar bo‘ldi.		0	0	thirties	male_masculine			uz	
63fa585fb37404c2d61eedd44a78022d89452c850a6fd93fc20af61771b49f34f71da8b499efac6399f0c75fc694045fada3ca183d08d50b95dfcd681366ce25	common_voice_uz_39772624.mp3	909947c79d264c0b0f151d7c0173dd466497168297f656e34b39d4e1c2130c53	• Bo‘ri ham bironta qo‘yni yotib olib tutolmaydi.		0	0	thirties	male_masculine			uz	
